year,snowc,sd,smlt_mm,t2m_C_bc,snw_mm_raw,model,scenario
2038,43.289623,0.15367909,694.13184,6.338148246478315,3.1037827,ipsl_cm6a_lr,SSP2-4.5
2039,46.260162,0.124046214,726.30725,5.92680414462134,2.8706515,ipsl_cm6a_lr,SSP2-4.5
2040,41.15816,0.13492143,653.58655,6.3557642672961565,23.43097,ipsl_cm6a_lr,SSP2-4.5
2041,40.802185,0.13682412,490.08276,6.3435312818037906,5.0101604,ipsl_cm6a_lr,SSP2-4.5
2042,44.795242,0.14906794,834.44495,6.300801089325472,1.5102824,ipsl_cm6a_lr,SSP2-4.5
2043,41.675724,0.132783,539.4409,5.745344219808735,15.161659,ipsl_cm6a_lr,SSP2-4.5
2044,46.47185,0.12643829,757.71185,5.91996708836935,2.9892921,ipsl_cm6a_lr,SSP2-4.5
2045,44.261456,0.145458,744.19617,6.030651787478373,11.149978,ipsl_cm6a_lr,SSP2-4.5
2046,41.386242,0.14536779,654.50684,6.785047653692694,28.26504,ipsl_cm6a_lr,SSP2-4.5
2047,43.61319,0.14551018,579.6849,6.588448841061944,2.3483846,ipsl_cm6a_lr,SSP2-4.5
2048,43.721294,0.14075114,834.0946,6.154728387615947,4.166718,ipsl_cm6a_lr,SSP2-4.5
2049,42.588852,0.12592381,641.5735,6.698066336363593,4.115019,ipsl_cm6a_lr,SSP2-4.5
2050,46.325207,0.14481072,787.4453,6.230467446825632,4.8816457,ipsl_cm6a_lr,SSP2-4.5
2051,46.221985,0.12449634,662.6375,6.15035446829205,0.71356684,ipsl_cm6a_lr,SSP2-4.5
2052,41.898663,0.13900425,572.3347,5.799092783311462,4.2430863,ipsl_cm6a_lr,SSP2-4.5
2053,43.742718,0.14149903,710.1451,6.128869910526746,6.0230346,ipsl_cm6a_lr,SSP2-4.5
2054,45.629242,0.13428849,793.6741,7.153457834644461,4.031525,ipsl_cm6a_lr,SSP2-4.5
2055,43.386887,0.14111222,727.6429,6.637285239334396,5.005063,ipsl_cm6a_lr,SSP2-4.5
2056,39.84479,0.13804446,692.34906,7.057778913339168,2.6919043,ipsl_cm6a_lr,SSP2-4.5
2057,46.264633,0.15361042,549.5983,6.069834015278418,4.096762,ipsl_cm6a_lr,SSP2-4.5
2058,41.21211,0.12894215,702.1801,6.959408725474371,3.3220065,ipsl_cm6a_lr,SSP2-4.5
2059,49.884323,0.13741715,767.4803,6.870228666263817,5.3639293,ipsl_cm6a_lr,SSP2-4.5
2060,44.70169,0.14174457,734.42865,6.904840472646388,1.7819852,ipsl_cm6a_lr,SSP2-4.5
2061,49.824306,0.15189321,852.1152,6.277848618718646,4.7997546,ipsl_cm6a_lr,SSP2-4.5
2062,43.11667,0.1311584,913.2934,7.049410115827772,2.5575452,ipsl_cm6a_lr,SSP2-4.5
2063,43.928104,0.1356981,545.3802,6.617614334088955,9.2283125,ipsl_cm6a_lr,SSP2-4.5
2064,46.1109,0.12827991,657.15906,6.819959680139088,3.1243536,ipsl_cm6a_lr,SSP2-4.5
2065,39.837463,0.122443706,592.62177,6.698391033060301,14.217698,ipsl_cm6a_lr,SSP2-4.5
2066,42.984985,0.12619884,702.4096,7.121509721903467,2.1278694,ipsl_cm6a_lr,SSP2-4.5
2067,41.74773,0.13467358,654.52246,7.3993347205891675,1.3945159,ipsl_cm6a_lr,SSP2-4.5
2068,44.086445,0.1341339,591.8115,6.660539912723766,2.1651022,ipsl_cm6a_lr,SSP2-4.5
2069,42.112072,0.1522071,602.7263,6.811063125067288,15.917423,ipsl_cm6a_lr,SSP2-4.5
2070,40.957783,0.13541527,913.61035,8.144854362798212,3.2320929,ipsl_cm6a_lr,SSP2-4.5
2071,44.909527,0.122962534,588.81805,7.3163399440251595,1.3921341,ipsl_cm6a_lr,SSP2-4.5
2072,42.39948,0.13145836,777.5412,7.764901985029971,4.136129,ipsl_cm6a_lr,SSP2-4.5
2073,42.690006,0.1588476,561.79395,6.7379959482694085,9.924342,ipsl_cm6a_lr,SSP2-4.5
2074,42.1815,0.13267468,687.4674,7.3060932160167384,2.2468584,ipsl_cm6a_lr,SSP2-4.5
2075,43.14832,0.14285499,724.1304,6.772110204561414,2.67228,ipsl_cm6a_lr,SSP2-4.5
2076,41.87141,0.11344733,728.3409,7.628514917933096,2.510412,ipsl_cm6a_lr,SSP2-4.5
2077,39.034073,0.13868192,575.68884,7.479727900360795,2.7763636,ipsl_cm6a_lr,SSP2-4.5
2078,39.589565,0.12047177,588.269,7.130996017981193,3.6417332,ipsl_cm6a_lr,SSP2-4.5
2079,41.64074,0.114255734,857.45654,8.011799603059563,0.6618088,ipsl_cm6a_lr,SSP2-4.5
2080,43.159973,0.12891138,747.3193,6.830718744222125,3.6371746,ipsl_cm6a_lr,SSP2-4.5
2081,43.392376,0.13816427,675.5758,6.9302963502032355,2.366271,ipsl_cm6a_lr,SSP2-4.5
2082,41.08511,0.14279297,638.0331,7.301160532930287,5.542429,ipsl_cm6a_lr,SSP2-4.5
2083,40.69015,0.12765586,784.2977,7.805936882394948,2.1754854,ipsl_cm6a_lr,SSP2-4.5
2084,35.56537,0.11505457,891.37396,8.671918925122421,0.9505479,ipsl_cm6a_lr,SSP2-4.5
2085,45.311687,0.16077082,696.4027,6.703482846129403,5.0842967,ipsl_cm6a_lr,SSP2-4.5
2086,41.602497,0.13877572,672.7747,7.364075848719257,3.09661,ipsl_cm6a_lr,SSP2-4.5
2087,40.174747,0.1376468,721.12103,7.221520309659816,1.5874971,ipsl_cm6a_lr,SSP2-4.5
2088,38.16241,0.13065287,874.18677,7.28931803403178,4.4221983,ipsl_cm6a_lr,SSP2-4.5
2089,40.473324,0.12486849,695.4676,7.352011002556195,2.2368004,ipsl_cm6a_lr,SSP2-4.5
2090,40.39224,0.11971598,658.68024,7.68914978947427,1.6702791,ipsl_cm6a_lr,SSP2-4.5
2091,44.305313,0.140204,531.3543,6.3642668510372635,16.800692,ipsl_cm6a_lr,SSP2-4.5
2092,43.344532,0.13753654,692.3995,7.006473069551357,5.8468604,ipsl_cm6a_lr,SSP2-4.5
2093,46.24243,0.1485226,681.70776,6.9086391478036475,4.802447,ipsl_cm6a_lr,SSP2-4.5
2094,42.471577,0.134789,778.93945,7.381670444292543,3.683973,ipsl_cm6a_lr,SSP2-4.5
2095,40.087914,0.14195505,526.8565,7.478725701969236,4.3941426,ipsl_cm6a_lr,SSP2-4.5
2096,41.515133,0.13653299,701.36847,8.131802240311957,0.55927986,ipsl_cm6a_lr,SSP2-4.5
2097,39.596584,0.14538307,597.67444,6.883816359557815,0.6647753,ipsl_cm6a_lr,SSP2-4.5
2098,38.951897,0.123432435,785.99396,8.426185305649755,1.9390627,ipsl_cm6a_lr,SSP2-4.5
2099,41.431,0.14915091,724.5445,8.610848277486632,1.3635708,ipsl_cm6a_lr,SSP2-4.5
2015,50.054264,0.17092389,515.2571,4.58359735819564,10.967874,ipsl_cm6a_lr,SSP5-8.5
2016,48.824127,0.15475905,791.8464,4.411200824713984,20.85469,ipsl_cm6a_lr,SSP5-8.5
2017,46.336926,0.18952315,475.35022,4.04744392905763,26.223803,ipsl_cm6a_lr,SSP5-8.5
2018,49.890675,0.15328513,636.21045,4.733603539791904,2.9332829,ipsl_cm6a_lr,SSP5-8.5
2019,51.267933,0.14512391,633.79755,4.449012974093641,13.130792,ipsl_cm6a_lr,SSP5-8.5
2020,42.399582,0.12845063,724.78357,5.1929118686648605,16.119291,ipsl_cm6a_lr,SSP5-8.5
2021,46.907776,0.14708158,707.7974,5.336135517726567,7.7119203,ipsl_cm6a_lr,SSP5-8.5
2022,46.36339,0.14813085,721.17365,5.517404365910994,4.2990065,ipsl_cm6a_lr,SSP5-8.5
2023,44.046906,0.17155194,461.08698,4.647556006430402,23.75125,ipsl_cm6a_lr,SSP5-8.5
2024,51.876373,0.14312585,941.9297,3.9983103721761757,20.343958,ipsl_cm6a_lr,SSP5-8.5
2025,46.677094,0.17154372,416.11917,5.35980474705075,7.8241725,ipsl_cm6a_lr,SSP5-8.5
2026,45.72708,0.1534243,548.04553,4.623618841056571,16.730932,ipsl_cm6a_lr,SSP5-8.5
2027,50.02483,0.16201504,936.2231,5.54277958029457,13.464646,ipsl_cm6a_lr,SSP5-8.5
2028,50.878826,0.16358468,822.09204,4.938699840298248,12.4328375,ipsl_cm6a_lr,SSP5-8.5
2029,43.99396,0.13744466,589.44476,4.8985577025886755,41.293633,ipsl_cm6a_lr,SSP5-8.5
2030,44.739727,0.13650708,846.28235,5.542977224067548,14.448761,ipsl_cm6a_lr,SSP5-8.5
2031,47.517513,0.13832766,803.3317,5.905435812893633,3.4141428,ipsl_cm6a_lr,SSP5-8.5
2032,47.87616,0.16600281,778.88153,4.844421345528795,14.191319,ipsl_cm6a_lr,SSP5-8.5
2033,49.792843,0.1486371,1015.7007,5.08220449739745,3.9107912,ipsl_cm6a_lr,SSP5-8.5
2034,45.582096,0.15532874,803.08514,6.406554482452758,2.373523,ipsl_cm6a_lr,SSP5-8.5
2035,50.840317,0.16002364,748.6813,5.451694761467611,5.3327336,ipsl_cm6a_lr,SSP5-8.5
2036,45.602245,0.14532678,903.2867,5.933165186699381,5.115158,ipsl_cm6a_lr,SSP5-8.5
2037,46.846436,0.13908997,734.4612,5.417132742634737,3.75536,ipsl_cm6a_lr,SSP5-8.5
2038,42.988255,0.12995093,716.38855,6.914357163656611,5.602675,ipsl_cm6a_lr,SSP5-8.5
2039,46.560932,0.148078,721.85547,5.7540830698211325,3.6198575,ipsl_cm6a_lr,SSP5-8.5
2040,48.115253,0.12705031,825.0645,6.0299746259011044,8.807037,ipsl_cm6a_lr,SSP5-8.5
2041,40.782894,0.12804583,810.56177,6.817412158841663,3.015771,ipsl_cm6a_lr,SSP5-8.5
2042,46.055096,0.15909378,452.88382,5.381965647955377,3.5946743,ipsl_cm6a_lr,SSP5-8.5
2043,44.940826,0.17842026,710.55975,5.9268293957280775,5.216743,ipsl_cm6a_lr,SSP5-8.5
2044,43.512882,0.11959276,615.61035,6.70834757898383,2.729962,ipsl_cm6a_lr,SSP5-8.5
2045,40.833714,0.13732028,648.8119,5.67858847710687,9.847381,ipsl_cm6a_lr,SSP5-8.5
2046,46.61157,0.14396875,1017.82764,6.491382890962947,4.0868554,ipsl_cm6a_lr,SSP5-8.5
2047,43.850025,0.13647528,729.0179,6.457107298439123,4.3857417,ipsl_cm6a_lr,SSP5-8.5
2048,41.201176,0.13001378,620.23627,6.448758578420435,7.5001183,ipsl_cm6a_lr,SSP5-8.5
2049,43.693745,0.13971323,487.4093,6.751517641210994,4.392866,ipsl_cm6a_lr,SSP5-8.5
2050,38.16113,0.13869536,600.6702,6.521165140324602,9.466635,ipsl_cm6a_lr,SSP5-8.5
2051,45.155346,0.14966212,677.9433,6.7678489180079175,19.090174,ipsl_cm6a_lr,SSP5-8.5
2052,43.45352,0.13163543,673.2557,6.680813191729943,4.3941593,ipsl_cm6a_lr,SSP5-8.5
2053,40.430668,0.12628786,602.6801,7.218743446538453,1.3313583,ipsl_cm6a_lr,SSP5-8.5
2054,41.43583,0.108935975,777.3889,7.284482726553947,2.9785383,ipsl_cm6a_lr,SSP5-8.5
2055,43.180126,0.10728734,586.1835,6.554261795734246,1.7026383,ipsl_cm6a_lr,SSP5-8.5
2056,44.380035,0.123009466,663.69257,7.049777719769117,1.747001,ipsl_cm6a_lr,SSP5-8.5
2057,39.72063,0.12261813,828.0597,7.976550317859558,1.5168009,ipsl_cm6a_lr,SSP5-8.5
2058,41.281788,0.11348585,725.50665,7.98158968933944,1.751089,ipsl_cm6a_lr,SSP5-8.5
2059,40.762756,0.1344739,469.58044,7.271527021348938,4.1702867,ipsl_cm6a_lr,SSP5-8.5
2060,40.599655,0.14712857,732.5539,8.092190287964984,1.1460891,ipsl_cm6a_lr,SSP5-8.5
2061,38.162018,0.1188268,757.37933,7.9225930205991055,1.9784875,ipsl_cm6a_lr,SSP5-8.5
2062,41.335964,0.12894855,1060.8668,8.521379834438376,0.6931369,ipsl_cm6a_lr,SSP5-8.5
2063,44.954967,0.12831338,705.7577,7.4115081711004835,1.7194513,ipsl_cm6a_lr,SSP5-8.5
2064,40.905025,0.10118089,702.50116,8.159207635059834,1.8506289,ipsl_cm6a_lr,SSP5-8.5
2065,45.467052,0.1315393,581.2073,6.858803972639144,7.499349,ipsl_cm6a_lr,SSP5-8.5
2066,37.325035,0.12331441,611.7854,8.531326730164478,2.35626,ipsl_cm6a_lr,SSP5-8.5
2067,39.48382,0.109965414,744.0124,8.796614501088895,1.4770592,ipsl_cm6a_lr,SSP5-8.5
2068,36.966515,0.117366016,697.88617,9.208763897751487,0.36545697,ipsl_cm6a_lr,SSP5-8.5
2069,42.111935,0.14212178,759.7224,8.28381448926848,3.8581371,ipsl_cm6a_lr,SSP5-8.5
2070,41.492188,0.12914346,858.72876,8.565652936307371,1.9662,ipsl_cm6a_lr,SSP5-8.5
2071,40.639038,0.11984134,646.41156,7.705918398779044,7.3668766,ipsl_cm6a_lr,SSP5-8.5
2072,38.21052,0.11376896,698.92474,9.484973301574398,0.45329356,ipsl_cm6a_lr,SSP5-8.5
2073,38.386272,0.115074806,587.0866,8.721886819321469,1.1752315,ipsl_cm6a_lr,SSP5-8.5
2074,34.2889,0.11119768,710.20825,9.19389835215861,0.22447564,ipsl_cm6a_lr,SSP5-8.5
2075,36.63329,0.105492115,831.2902,10.307506101728302,0.85562605,ipsl_cm6a_lr,SSP5-8.5
2076,44.608616,0.14790194,653.74365,7.726342454675351,1.4510568,ipsl_cm6a_lr,SSP5-8.5
2077,34.857372,0.10254249,616.6355,10.030586934562526,0.8092467,ipsl_cm6a_lr,SSP5-8.5
2078,32.1954,0.09415439,654.7317,9.394376810864609,0.68613815,ipsl_cm6a_lr,SSP5-8.5
2079,38.745983,0.12991053,630.1096,9.60263220164483,1.022976,ipsl_cm6a_lr,SSP5-8.5
2080,37.81869,0.12193798,565.924,9.343516562616694,1.58531,ipsl_cm6a_lr,SSP5-8.5
2081,37.820698,0.11972027,685.9607,9.889549454034286,1.5607662,ipsl_cm6a_lr,SSP5-8.5
2082,31.671507,0.1004923,911.51184,10.496297892407577,0.20091014,ipsl_cm6a_lr,SSP5-8.5
2083,39.207947,0.114888616,635.42645,9.33737558988807,0.8994835,ipsl_cm6a_lr,SSP5-8.5
2084,29.593351,0.098315604,461.0776,10.746099528149765,1.0938941,ipsl_cm6a_lr,SSP5-8.5
2085,36.65523,0.11796731,735.6371,10.489788932208304,0.9169791,ipsl_cm6a_lr,SSP5-8.5
2086,35.43933,0.11156404,550.0288,9.133722523721312,2.2532382,ipsl_cm6a_lr,SSP5-8.5
2087,33.206234,0.1034331,871.9536,11.21323209650914,0.36283484,ipsl_cm6a_lr,SSP5-8.5
2088,35.634922,0.12635307,970.982,10.560830523565356,0.44680858,ipsl_cm6a_lr,SSP5-8.5
2089,29.598495,0.098736875,771.6845,11.385941243644558,0.3636018,ipsl_cm6a_lr,SSP5-8.5
2090,35.55615,0.11871583,651.833,11.319148437654974,0.462993,ipsl_cm6a_lr,SSP5-8.5
2091,36.27078,0.098441005,836.3969,11.097691843083227,0.33937147,ipsl_cm6a_lr,SSP5-8.5
2092,32.08638,0.10855358,441.68958,10.292665187159566,1.1933144,ipsl_cm6a_lr,SSP5-8.5
2093,33.88916,0.120424904,848.8162,10.96002135822628,0.30477652,ipsl_cm6a_lr,SSP5-8.5
2094,31.616354,0.09291425,842.48456,12.003792500968776,0.25117692,ipsl_cm6a_lr,SSP5-8.5
2095,29.858736,0.10170617,459.50912,11.863996561841171,0.65916747,ipsl_cm6a_lr,SSP5-8.5
2096,34.90891,0.12622897,912.2247,11.638682739412786,0.58714443,ipsl_cm6a_lr,SSP5-8.5
2097,27.499651,0.09469486,806.5832,12.020994242505234,0.7882039,ipsl_cm6a_lr,SSP5-8.5
2098,38.613876,0.10227833,810.7675,11.152645538737666,0.41963616,ipsl_cm6a_lr,SSP5-8.5
2099,27.500238,0.09563702,586.6445,11.897682881828151,0.74912375,ipsl_cm6a_lr,SSP5-8.5
2015,48.59261,0.16136608,982.01544,4.8612144112926865,0.3102149,miroc6,SSP2-4.5
2016,52.31595,0.15446393,578.35266,3.8311110091561926,0.65791094,miroc6,SSP2-4.5
2017,57.027447,0.18888122,899.34753,3.5891339721975335,0.2564849,miroc6,SSP2-4.5
2018,50.303997,0.18070132,696.7192,4.149241378748429,4.016791,miroc6,SSP2-4.5
2019,53.558533,0.14530489,806.703,4.484640708193749,0.683521,miroc6,SSP2-4.5
2020,50.774765,0.18966365,685.1933,4.870290695219272,0.4959949,miroc6,SSP2-4.5
2021,47.09967,0.16641314,822.25336,5.741031358207696,0.04647365,miroc6,SSP2-4.5
2022,47.34345,0.15935849,809.0828,5.726295803449964,0.0016896516,miroc6,SSP2-4.5
2023,50.14256,0.14289449,879.3384,5.279509513571409,0.010028587,miroc6,SSP2-4.5
2024,48.771404,0.16185677,613.0381,5.34732923746365,0.012040057,miroc6,SSP2-4.5
2025,50.039337,0.17794687,681.36755,5.321930170677715,0.3545829,miroc6,SSP2-4.5
2026,49.19368,0.20306261,728.2773,5.3549811277935255,2.1250684,miroc6,SSP2-4.5
2027,52.6895,0.19921623,806.49695,4.858293037106662,0.3837435,miroc6,SSP2-4.5
2028,48.547237,0.17178439,604.8077,3.8683653364662995,0.4523777,miroc6,SSP2-4.5
2029,51.849804,0.15594764,915.9752,5.284721871611107,0.58472794,miroc6,SSP2-4.5
2030,48.86687,0.17920123,637.0181,5.2087468331025315,0.18873782,miroc6,SSP2-4.5
2031,44.27289,0.17046882,645.41095,5.482643604454331,0.11761933,miroc6,SSP2-4.5
2032,50.853928,0.16590574,599.59924,4.936336484692926,0.005583361,miroc6,SSP2-4.5
2033,48.013138,0.15668315,798.31915,5.805900991932325,0.058321234,miroc6,SSP2-4.5
2034,46.814617,0.16138668,974.9695,6.46216316398008,0.08047546,miroc6,SSP2-4.5
2035,45.97009,0.18434982,836.44556,7.004569146382984,0.08376943,miroc6,SSP2-4.5
2036,46.515167,0.17977928,691.88104,5.839461443577734,3.885017e-05,miroc6,SSP2-4.5
2037,46.122025,0.12957726,859.5328,7.185911493337099,0.4422227,miroc6,SSP2-4.5
2038,49.817432,0.14624096,785.68945,5.223602180434343,0.18714984,miroc6,SSP2-4.5
2039,46.43732,0.16179419,731.74585,5.774725675063746,0.06602574,miroc6,SSP2-4.5
2040,47.48837,0.16276604,848.7032,6.714878364825075,0.0016743821,miroc6,SSP2-4.5
2041,49.62533,0.16374764,984.66956,6.134017490123711,0.00044206958,miroc6,SSP2-4.5
2042,50.451458,0.16613485,505.06427,4.743192188199143,0.21788318,miroc6,SSP2-4.5
2043,51.269176,0.14679478,701.9546,4.890552396712093,0.7355141,miroc6,SSP2-4.5
2044,46.863476,0.1798435,753.18085,5.681268133386827,0.4849995,miroc6,SSP2-4.5
2045,43.987713,0.14658684,882.9232,7.326341251346265,1.1018118e-05,miroc6,SSP2-4.5
2046,41.762215,0.13182516,1008.3592,7.372297325556045,0.0,miroc6,SSP2-4.5
2047,49.613525,0.13849178,791.8711,6.51095096188359,0.013063298,miroc6,SSP2-4.5
2048,51.87454,0.19478516,685.73047,4.454228883698025,2.1756861,miroc6,SSP2-4.5
2049,51.163563,0.16986866,761.23627,5.168712401002431,1.2541399,miroc6,SSP2-4.5
2050,44.80254,0.15577844,879.10443,6.885732844202505,4.6575806e-06,miroc6,SSP2-4.5
2051,50.549984,0.17115076,956.6247,6.2637946084328044,0.036506187,miroc6,SSP2-4.5
2052,49.23454,0.16589166,797.3304,6.123144851664507,0.005875658,miroc6,SSP2-4.5
2053,48.886257,0.16276635,846.3602,5.798058614198844,0.50077635,miroc6,SSP2-4.5
2054,45.154682,0.16013941,774.3842,6.7033738735321196,0.10406929,miroc6,SSP2-4.5
2055,46.53922,0.15469852,856.1796,7.111814346514173,0.000686896,miroc6,SSP2-4.5
2056,49.09853,0.16797824,776.7771,6.8188980868454765,0.098940246,miroc6,SSP2-4.5
2057,50.282513,0.15415,981.7778,6.170694620657165,0.28674257,miroc6,SSP2-4.5
2058,53.541767,0.15274422,970.7088,5.473693054373839,0.08873135,miroc6,SSP2-4.5
2059,53.104504,0.18847537,684.8553,4.974586040006715,1.2288698,miroc6,SSP2-4.5
2060,48.39818,0.18541609,685.25354,4.641161414525967,1.5730969,miroc6,SSP2-4.5
2061,46.36092,0.17941166,754.04047,6.3666290732157504,4.893207e-05,miroc6,SSP2-4.5
2062,45.396038,0.16525458,844.47595,6.725553951997071,0.0,miroc6,SSP2-4.5
2063,47.532043,0.16067423,760.9386,7.078448675285503,0.023168968,miroc6,SSP2-4.5
2064,45.812897,0.1804051,890.50714,7.058142693069331,0.3225738,miroc6,SSP2-4.5
2065,41.048603,0.140267,689.9597,6.527683597197985,0.004127224,miroc6,SSP2-4.5
2066,45.355534,0.14801405,756.6122,5.820224463406784,0.07848968,miroc6,SSP2-4.5
2067,49.527782,0.14686407,1029.0454,7.239456697827595,0.0003409054,miroc6,SSP2-4.5
2068,46.722607,0.1452673,854.0533,6.639237196518875,0.019816501,miroc6,SSP2-4.5
2069,45.837605,0.15376727,808.2008,6.740797597689361,0.6532698,miroc6,SSP2-4.5
2070,49.548336,0.15452439,758.7562,7.160976215716512,0.052028645,miroc6,SSP2-4.5
2071,40.169262,0.13549668,946.3556,7.809058981754757,0.044142973,miroc6,SSP2-4.5
2072,49.097794,0.15760295,868.34937,6.738028641835656,0.0,miroc6,SSP2-4.5
2073,45.229725,0.16965018,791.2592,6.732627406980588,0.008756441,miroc6,SSP2-4.5
2074,49.700775,0.16197497,773.2348,6.446965026048219,0.07911027,miroc6,SSP2-4.5
2075,45.73538,0.17363258,756.49243,7.221429218924342,0.20914145,miroc6,SSP2-4.5
2076,44.41307,0.1276393,753.6565,7.296476161703435,0.0052952766,miroc6,SSP2-4.5
2077,49.24443,0.16683696,1026.9714,6.750701405446374,0.03581494,miroc6,SSP2-4.5
2078,41.169506,0.122547895,736.3006,6.531783493068605,0.008646735,miroc6,SSP2-4.5
2079,45.97179,0.15130545,807.19507,7.247492210903185,0.08030451,miroc6,SSP2-4.5
2080,50.942486,0.17906897,758.8473,6.757779968898345,0.00025091885,miroc6,SSP2-4.5
2081,47.57265,0.14877167,894.947,6.246188003804934,0.43015382,miroc6,SSP2-4.5
2082,44.025517,0.14882319,789.8615,7.458545109430889,0.066729136,miroc6,SSP2-4.5
2083,48.79381,0.16573605,814.90216,6.2432982423964924,2.5730891,miroc6,SSP2-4.5
2084,46.42165,0.18523405,802.27563,7.20332630448772,0.061375067,miroc6,SSP2-4.5
2085,42.495773,0.14596255,795.3939,7.3715664608360205,0.0,miroc6,SSP2-4.5
2086,49.920147,0.17840044,847.99054,6.389444920318393,0.15681855,miroc6,SSP2-4.5
2087,46.743683,0.15726513,799.38086,7.244932775201204,0.014558491,miroc6,SSP2-4.5
2088,49.71518,0.15607753,763.8457,7.150246016045993,0.08649421,miroc6,SSP2-4.5
2089,45.791943,0.15566216,738.30786,6.714564292450004,0.077499576,miroc6,SSP2-4.5
2090,47.298702,0.1546378,941.38416,7.320251655827714,0.0024584308,miroc6,SSP2-4.5
2091,47.10136,0.14014061,801.8983,6.201842713678917,0.081985325,miroc6,SSP2-4.5
2092,41.453407,0.13854253,820.9961,6.990566224295061,0.0799052,miroc6,SSP2-4.5
2093,45.29421,0.15312408,822.2075,7.171746771413187,1.8816299e-06,miroc6,SSP2-4.5
2094,46.058453,0.16269,882.8146,7.168278261015018,0.0041305223,miroc6,SSP2-4.5
2095,46.336452,0.16709585,787.9977,7.301138488541319,0.00038165925,miroc6,SSP2-4.5
2096,45.055927,0.1568148,799.4708,7.623049343854706,0.0028197423,miroc6,SSP2-4.5
2097,43.8546,0.1431201,834.074,7.668815126702124,0.0023862289,miroc6,SSP2-4.5
2098,47.757824,0.14530802,792.66895,6.246057940335766,0.21182759,miroc6,SSP2-4.5
2099,45.459255,0.15453634,688.5366,6.179992919850963,0.0005205473,miroc6,SSP2-4.5
2015,50.04117,0.1909094,625.1775,4.812615266414586,0.65856767,miroc6,SSP5-8.5
2016,51.308777,0.19432802,715.67694,4.969322781586604,0.066118844,miroc6,SSP5-8.5
2017,54.91722,0.17870279,849.24896,4.480459360940023,0.00917014,miroc6,SSP5-8.5
2018,48.62891,0.17788045,464.06122,4.562442382586361,0.46653506,miroc6,SSP5-8.5
2019,53.853428,0.18661799,880.4298,5.068752389791453,0.33267137,miroc6,SSP5-8.5
2020,53.036617,0.18765022,830.1232,4.132383325014902,0.5236034,miroc6,SSP5-8.5
2021,47.26511,0.14603241,641.39484,5.280480596141289,0.36914483,miroc6,SSP5-8.5
2022,49.420765,0.15788294,751.6505,5.2635011880457165,0.032903288,miroc6,SSP5-8.5
2023,50.388397,0.17249651,933.3265,5.554620734995744,0.46273264,miroc6,SSP5-8.5
2024,48.6844,0.14177252,708.48834,4.755945200132668,1.1306887,miroc6,SSP5-8.5
2025,51.64539,0.19196415,790.4954,4.755867085332672,0.40133715,miroc6,SSP5-8.5
2026,48.79005,0.15893142,646.83966,4.36622497738615,3.4405625,miroc6,SSP5-8.5
2027,48.598232,0.15710248,748.46277,5.2021217487204,0.15661217,miroc6,SSP5-8.5
2028,51.274296,0.17093593,869.444,4.633280538189734,0.5280145,miroc6,SSP5-8.5
2029,54.920177,0.15723044,827.2941,4.240201574031988,0.25311682,miroc6,SSP5-8.5
2030,43.82375,0.14499295,1038.4161,7.288252123626587,0.00479495,miroc6,SSP5-8.5
2031,49.629436,0.1772678,724.1303,6.301914726079951,0.034306947,miroc6,SSP5-8.5
2032,50.938858,0.15628414,757.748,4.681238696982803,0.13308376,miroc6,SSP5-8.5
2033,44.323406,0.1576671,783.72766,6.563491799358502,0.0,miroc6,SSP5-8.5
2034,49.24069,0.15817942,708.30493,5.58218305772261,0.096919544,miroc6,SSP5-8.5
2035,49.924725,0.18163909,748.4779,5.910845761946379,0.019072792,miroc6,SSP5-8.5
2036,47.69975,0.1582252,525.3967,5.053229621158695,0.05536692,miroc6,SSP5-8.5
2037,50.382538,0.16160278,891.75104,5.529547142238769,0.09158254,miroc6,SSP5-8.5
2038,49.17506,0.19775385,729.9367,5.9730373354645225,0.24381562,miroc6,SSP5-8.5
2039,54.722286,0.16380195,1024.2349,5.493579400643958,0.13640796,miroc6,SSP5-8.5
2040,47.794094,0.1712063,631.1688,5.321130971590965,0.23145245,miroc6,SSP5-8.5
2041,46.713818,0.15014614,769.7198,5.857725426217396,0.14155182,miroc6,SSP5-8.5
2042,50.75778,0.17457171,773.2428,5.817137570386705,0.022261562,miroc6,SSP5-8.5
2043,47.174835,0.16692579,800.2037,6.580881694882163,0.3446964,miroc6,SSP5-8.5
2044,45.969486,0.13933037,912.3275,7.005969861702641,0.00030590835,miroc6,SSP5-8.5
2045,45.46056,0.14237137,714.71484,6.3213269134866374,1.679511e-05,miroc6,SSP5-8.5
2046,47.08875,0.16091186,804.9027,6.203973757620627,0.0,miroc6,SSP5-8.5
2047,46.19481,0.17298384,745.0458,6.376190986703592,0.107153095,miroc6,SSP5-8.5
2048,44.670307,0.14994822,918.1406,7.3704990911650095,0.00057407294,miroc6,SSP5-8.5
2049,46.539276,0.14847335,739.2881,6.104926586279448,0.0030683249,miroc6,SSP5-8.5
2050,44.227036,0.12932795,885.52924,7.018693498614493,0.035816785,miroc6,SSP5-8.5
2051,50.019028,0.1933155,791.8423,6.2469626903068916,0.34370518,miroc6,SSP5-8.5
2052,44.50861,0.15707387,801.48035,6.926599611097363,0.19526215,miroc6,SSP5-8.5
2053,47.317562,0.15951934,711.6769,6.60511498486461,0.004602877,miroc6,SSP5-8.5
2054,46.525433,0.1658044,798.0817,6.6252727280795485,0.003493757,miroc6,SSP5-8.5
