year,snowc,sd,smlt_mm,t2m_C_bc,snw_mm_raw,model,scenario
2074,46.062572,0.16630046,956.58545,4.640959247088148,0.7073085,mpi_esm1_2_lr,SSP2-4.5
2075,41.324707,0.13215998,683.1629,6.403977206206889,0.06484985,mpi_esm1_2_lr,SSP2-4.5
2076,38.627674,0.11645948,670.1442,6.53390720098124,1.472632,mpi_esm1_2_lr,SSP2-4.5
2077,47.545197,0.13862507,687.1394,5.682681794770025,0.2864202,mpi_esm1_2_lr,SSP2-4.5
2078,49.814373,0.15579951,664.73975,5.3967842323529505,0.33775964,mpi_esm1_2_lr,SSP2-4.5
2079,44.56068,0.14383833,497.95062,5.257230154477468,0.11599064,mpi_esm1_2_lr,SSP2-4.5
2080,42.759888,0.10916251,548.3538,6.455114503591779,0.08853277,mpi_esm1_2_lr,SSP2-4.5
2081,36.198425,0.11121618,482.6932,6.523605759998239,0.3452301,mpi_esm1_2_lr,SSP2-4.5
2082,39.006184,0.115833335,591.8353,6.349389208313647,1.5220642,mpi_esm1_2_lr,SSP2-4.5
2083,40.169155,0.13372944,742.1897,6.633235645946008,0.03306071,mpi_esm1_2_lr,SSP2-4.5
2084,44.754013,0.14777218,634.629,4.932761069969666,0.91012317,mpi_esm1_2_lr,SSP2-4.5
2085,43.809673,0.15710035,835.8672,6.1411455826029675,0.16673405,mpi_esm1_2_lr,SSP2-4.5
2086,35.22575,0.11696277,535.6089,7.126155639252096,0.14162064,mpi_esm1_2_lr,SSP2-4.5
2087,39.42252,0.1335115,657.81995,6.266635768580219,0.57315826,mpi_esm1_2_lr,SSP2-4.5
2088,43.863064,0.12220383,602.0505,5.884169868005093,0.1393954,mpi_esm1_2_lr,SSP2-4.5
2089,39.8342,0.12792827,652.39905,6.198757108573109,0.055631,mpi_esm1_2_lr,SSP2-4.5
2090,41.362778,0.14329506,569.314,6.049756370719286,0.21616618,mpi_esm1_2_lr,SSP2-4.5
2091,38.776844,0.1383498,562.35284,6.152012598356752,1.1615753,mpi_esm1_2_lr,SSP2-4.5
2092,44.822327,0.14633568,501.00687,5.658607048026279,0.2757708,mpi_esm1_2_lr,SSP2-4.5
2093,40.251846,0.13745391,947.52844,6.811625252434502,0.12397766,mpi_esm1_2_lr,SSP2-4.5
2094,39.16531,0.11943769,622.8536,7.071320458193576,0.19137065,mpi_esm1_2_lr,SSP2-4.5
2095,36.99007,0.13274513,550.7926,6.4007861340380385,0.034809113,mpi_esm1_2_lr,SSP2-4.5
2096,41.885418,0.13283552,546.2105,6.265121534492136,0.20186107,mpi_esm1_2_lr,SSP2-4.5
2097,42.334606,0.1490897,501.60596,7.216143404664568,0.23460388,mpi_esm1_2_lr,SSP2-4.5
2098,36.073948,0.14033046,503.61093,6.921028760233651,0.055154163,mpi_esm1_2_lr,SSP2-4.5
2099,41.777786,0.12699163,690.8052,6.583191937192808,0.15433629,mpi_esm1_2_lr,SSP2-4.5
2015,54.877808,0.16804302,940.89984,4.418644878805224,1.7863909,mpi_esm1_2_lr,SSP5-8.5
2016,48.219166,0.1345259,653.1655,4.409443431907802,2.4779637,mpi_esm1_2_lr,SSP5-8.5
2017,48.689327,0.1364446,579.4313,4.64441417855717,0.4251798,mpi_esm1_2_lr,SSP5-8.5
2018,46.673763,0.1675818,586.4496,4.169039612177444,2.9904048,mpi_esm1_2_lr,SSP5-8.5
2019,51.46138,0.15407401,875.1515,4.492771135254828,3.9162636,mpi_esm1_2_lr,SSP5-8.5
2020,46.117443,0.12504046,744.8591,4.716049007531635,0.28546652,mpi_esm1_2_lr,SSP5-8.5
2021,50.22992,0.14628448,647.97064,4.39240484851896,0.44409433,mpi_esm1_2_lr,SSP5-8.5
2022,54.63551,0.1672524,890.1211,3.929433949942405,1.5425682,mpi_esm1_2_lr,SSP5-8.5
2023,48.639996,0.1533279,835.03564,4.171785871808253,0.3903707,mpi_esm1_2_lr,SSP5-8.5
2024,45.785538,0.15136914,513.9883,4.3524268536947055,0.21394093,mpi_esm1_2_lr,SSP5-8.5
2025,45.71356,0.1414935,615.306,4.80049000271347,0.14893214,mpi_esm1_2_lr,SSP5-8.5
2026,46.53449,0.16033642,847.8456,5.102921203429812,0.3821055,mpi_esm1_2_lr,SSP5-8.5
2027,48.869778,0.15964836,659.1325,4.552052413391032,1.3789335,mpi_esm1_2_lr,SSP5-8.5
2028,51.486042,0.14263317,623.99835,4.0643366837379356,1.5198389,mpi_esm1_2_lr,SSP5-8.5
2029,47.190754,0.16919176,599.3566,4.691732137640415,0.8735657,mpi_esm1_2_lr,SSP5-8.5
2030,46.624924,0.12657584,503.06525,4.060279145537542,0.70317584,mpi_esm1_2_lr,SSP5-8.5
2031,46.099396,0.123958915,627.7343,5.591819967674694,0.084241234,mpi_esm1_2_lr,SSP5-8.5
2032,43.1515,0.15124814,541.8829,5.557365609330148,0.5639394,mpi_esm1_2_lr,SSP5-8.5
2033,44.076565,0.14545363,635.39276,5.102927244461734,0.32456717,mpi_esm1_2_lr,SSP5-8.5
2034,43.73453,0.12911592,643.01324,5.649360542186618,0.29595694,mpi_esm1_2_lr,SSP5-8.5
2035,41.59567,0.1557328,806.77454,5.3339333900194505,9.18897,mpi_esm1_2_lr,SSP5-8.5
2036,45.548157,0.1368362,789.6345,5.615082625448923,0.63769025,mpi_esm1_2_lr,SSP5-8.5
2037,41.332455,0.1429423,445.0358,5.218062021862813,1.5700659,mpi_esm1_2_lr,SSP5-8.5
2038,49.622025,0.17138755,834.23175,4.282769640147852,4.958471,mpi_esm1_2_lr,SSP5-8.5
2039,45.560684,0.12435535,719.68066,5.218117213099873,0.58078766,mpi_esm1_2_lr,SSP5-8.5
2040,46.46103,0.13207653,705.97906,5.077491806022383,2.433141,mpi_esm1_2_lr,SSP5-8.5
2041,43.97148,0.13478878,586.13983,5.458096516122187,0.2910296,mpi_esm1_2_lr,SSP5-8.5
2042,50.542572,0.15715434,816.1492,4.794068258304205,0.9285609,mpi_esm1_2_lr,SSP5-8.5
2043,48.275192,0.13678405,615.9156,5.286155664190053,0.61130524,mpi_esm1_2_lr,SSP5-8.5
2044,45.240932,0.168251,418.67474,4.3408030355721445,1.9798279,mpi_esm1_2_lr,SSP5-8.5
2045,43.78511,0.14261469,457.1164,6.2016190026164,0.7785161,mpi_esm1_2_lr,SSP5-8.5
2046,46.911594,0.1263899,691.7039,4.56537489053908,0.07756551,mpi_esm1_2_lr,SSP5-8.5
2047,45.234486,0.14868383,509.11084,5.230012135276028,2.4075508,mpi_esm1_2_lr,SSP5-8.5
2048,43.82922,0.14949532,527.5942,5.7173537302334365,0.9403229,mpi_esm1_2_lr,SSP5-8.5
2049,45.48998,0.14136927,491.37683,5.265288535877752,0.244538,mpi_esm1_2_lr,SSP5-8.5
2050,44.508408,0.17703985,451.91202,5.104685278911718,5.1871934,mpi_esm1_2_lr,SSP5-8.5
2051,45.797596,0.14110701,553.065,5.702580317122391,0.73417026,mpi_esm1_2_lr,SSP5-8.5
2052,47.570126,0.14361621,726.96857,5.486245815389218,0.50640106,mpi_esm1_2_lr,SSP5-8.5
2053,45.040035,0.16444461,633.5111,5.002398785964059,1.1445681,mpi_esm1_2_lr,SSP5-8.5
2054,44.770992,0.13142827,729.0476,6.506638839072894,0.03703435,mpi_esm1_2_lr,SSP5-8.5
2055,42.940113,0.13279055,740.99725,6.37604012118317,2.3730595,mpi_esm1_2_lr,SSP5-8.5
2056,44.771805,0.15722571,495.1927,5.799843636093446,0.6200473,mpi_esm1_2_lr,SSP5-8.5
2057,47.698742,0.119955756,647.5279,5.608398081204659,1.0294914,mpi_esm1_2_lr,SSP5-8.5
2058,42.675488,0.1277641,542.8499,6.098982534250968,0.39990744,mpi_esm1_2_lr,SSP5-8.5
2059,35.73192,0.108052224,737.0282,6.859479841788027,0.31932196,mpi_esm1_2_lr,SSP5-8.5
2060,39.39232,0.12300867,704.00977,6.550296993251332,0.36414465,mpi_esm1_2_lr,SSP5-8.5
2061,41.188362,0.121538825,816.9501,6.74054491077203,0.043233234,mpi_esm1_2_lr,SSP5-8.5
2062,40.764923,0.1454418,469.58215,5.566598087478227,6.108761,mpi_esm1_2_lr,SSP5-8.5
2063,39.27782,0.12905292,539.3777,7.750814976719689,0.052452087,mpi_esm1_2_lr,SSP5-8.5
2064,42.96874,0.12964842,555.00995,6.335139757161065,0.4529953,mpi_esm1_2_lr,SSP5-8.5
2065,36.550137,0.14303976,752.0034,7.133288240394275,0.8653005,mpi_esm1_2_lr,SSP5-8.5
2066,37.846878,0.10822052,823.04297,7.893294539338627,0.24731953,mpi_esm1_2_lr,SSP5-8.5
2067,40.749,0.1401308,581.148,6.85646725414788,0.045140583,mpi_esm1_2_lr,SSP5-8.5
2068,37.064903,0.11366963,484.83615,7.0173433302430555,0.30231476,mpi_esm1_2_lr,SSP5-8.5
2069,42.512012,0.12212429,495.9398,6.015556076670794,0.42120615,mpi_esm1_2_lr,SSP5-8.5
2070,41.13731,0.110333085,512.9369,6.6744308750647106,1.2527307,mpi_esm1_2_lr,SSP5-8.5
2071,39.10916,0.12408135,844.88684,7.774311255859086,0.17261505,mpi_esm1_2_lr,SSP5-8.5
2072,44.658955,0.13073945,704.215,7.105465947924137,0.12667973,mpi_esm1_2_lr,SSP5-8.5
2073,37.842705,0.1439187,666.8871,8.065741331759702,0.32031536,mpi_esm1_2_lr,SSP5-8.5
2074,44.07783,0.12955098,420.63144,7.079302815683275,0.53898495,mpi_esm1_2_lr,SSP5-8.5
2075,37.50396,0.12160636,591.05896,6.97124061646229,0.7125537,mpi_esm1_2_lr,SSP5-8.5
2076,37.54479,0.115711,516.1462,8.142983865580183,0.22363663,mpi_esm1_2_lr,SSP5-8.5
2077,40.481632,0.13906963,515.1749,7.632729049799171,0.15981992,mpi_esm1_2_lr,SSP5-8.5
2078,38.829247,0.14254022,640.95087,8.305517967364166,0.011126201,mpi_esm1_2_lr,SSP5-8.5
2079,38.76907,0.11509755,651.65845,7.612694433599881,0.112215675,mpi_esm1_2_lr,SSP5-8.5
2080,39.869316,0.12577826,668.23645,7.6594430196695305,0.4029274,mpi_esm1_2_lr,SSP5-8.5
2081,36.72981,0.12507503,760.8183,8.112648680058728,0.0106493635,mpi_esm1_2_lr,SSP5-8.5
2082,41.02022,0.12369335,778.92896,7.772636435952266,0.08455912,mpi_esm1_2_lr,SSP5-8.5
2083,41.27385,0.10386587,540.4739,6.516636101225843,0.17293294,mpi_esm1_2_lr,SSP5-8.5
2084,38.516373,0.09856839,692.9287,7.157289802665448,0.20535786,mpi_esm1_2_lr,SSP5-8.5
2085,38.44451,0.10568907,475.58124,8.102084728555555,0.102996826,mpi_esm1_2_lr,SSP5-8.5
2086,40.584694,0.106818415,624.5913,8.800564101343976,0.07851919,mpi_esm1_2_lr,SSP5-8.5
2087,37.11217,0.13948266,686.99664,8.502895824962566,0.1133283,mpi_esm1_2_lr,SSP5-8.5
2088,31.244644,0.09596037,777.147,9.200232390422329,0.0058809915,mpi_esm1_2_lr,SSP5-8.5
2089,40.717106,0.12671627,707.57574,7.735539883704352,0.55201846,mpi_esm1_2_lr,SSP5-8.5
2090,39.345165,0.13717067,671.72943,7.827690257679941,0.107447304,mpi_esm1_2_lr,SSP5-8.5
2091,40.282986,0.116641164,416.6384,7.201447884225348,0.6319682,mpi_esm1_2_lr,SSP5-8.5
2092,35.62404,0.12762691,640.38586,9.506689973424239,0.27863184,mpi_esm1_2_lr,SSP5-8.5
2093,38.14629,0.13387384,552.42847,8.267581626199476,0.9133021,mpi_esm1_2_lr,SSP5-8.5
2094,35.370926,0.11938837,753.91516,9.368607158777591,0.14130275,mpi_esm1_2_lr,SSP5-8.5
2095,36.604694,0.11792567,678.54614,8.738745690442292,0.02749761,mpi_esm1_2_lr,SSP5-8.5
2096,41.02266,0.13592683,612.79987,8.784550269021436,0.04474322,mpi_esm1_2_lr,SSP5-8.5
2097,37.84791,0.11388946,648.03827,9.355767553719504,0.12127558,mpi_esm1_2_lr,SSP5-8.5
2098,37.026783,0.118397154,511.39017,8.407051708686476,0.104904175,mpi_esm1_2_lr,SSP5-8.5
2099,36.287697,0.11365622,458.02783,8.765030278863334,0.22617976,mpi_esm1_2_lr,SSP5-8.5
2015,46.120026,0.16366987,616.7984,4.638912099422826,11.0852995,mri_esm2_0,SSP2-4.5
2016,46.792744,0.17029983,572.5073,3.815333259835814,14.346486,mri_esm2_0,SSP2-4.5
2017,45.271,0.15272562,798.1006,4.702080624172216,9.248466,mri_esm2_0,SSP2-4.5
2018,44.8134,0.16502726,590.80457,5.049106954164922,19.363646,mri_esm2_0,SSP2-4.5
2019,49.49281,0.16187619,618.47437,4.6633479522717325,24.0162,mri_esm2_0,SSP2-4.5
2020,51.551914,0.15709856,899.11505,3.724048812549993,36.371265,mri_esm2_0,SSP2-4.5
2021,42.943787,0.13228501,817.8728,4.956272967944376,20.152592,mri_esm2_0,SSP2-4.5
2022,42.159725,0.12808563,810.6418,6.412228462720865,9.207276,mri_esm2_0,SSP2-4.5
2023,40.338398,0.123044245,742.10724,6.090146168645453,3.338855,mri_esm2_0,SSP2-4.5
2024,38.624172,0.12992707,541.95306,6.143000557675376,2.9323874,mri_esm2_0,SSP2-4.5
2025,43.227833,0.17992179,297.694,5.0831849594815495,6.5883617,mri_esm2_0,SSP2-4.5
2026,51.38159,0.17212819,818.33136,4.684021228108765,9.424778,mri_esm2_0,SSP2-4.5
2027,37.78448,0.111072086,547.5139,5.088344070209271,27.343737,mri_esm2_0,SSP2-4.5
2028,45.843052,0.11859664,674.2799,4.6046143937027955,22.605238,mri_esm2_0,SSP2-4.5
2029,50.45279,0.14029595,831.9269,4.4387394251887065,18.650187,mri_esm2_0,SSP2-4.5
2030,39.580914,0.17741996,443.37967,5.194284348091704,24.819185,mri_esm2_0,SSP2-4.5
2031,47.094128,0.14677645,700.21155,5.781285290950842,15.004696,mri_esm2_0,SSP2-4.5
2032,49.263676,0.13059932,498.17682,5.341542480886363,8.986135,mri_esm2_0,SSP2-4.5
2033,46.0954,0.1322445,539.4207,4.97482509197716,17.0568,mri_esm2_0,SSP2-4.5
2034,51.2242,0.17372054,589.82153,4.039986383325561,15.900996,mri_esm2_0,SSP2-4.5
2035,44.154083,0.15614077,573.43933,4.920736568162542,32.94087,mri_esm2_0,SSP2-4.5
2036,50.049946,0.1970609,757.6299,4.550505336327582,52.834705,mri_esm2_0,SSP2-4.5
2037,45.865147,0.19571018,325.2547,5.215528629478632,14.99195,mri_esm2_0,SSP2-4.5
2038,44.575413,0.1525578,552.8919,5.286438184575656,10.543946,mri_esm2_0,SSP2-4.5
2039,46.6245,0.14848,962.00714,5.980770765559771,24.433355,mri_esm2_0,SSP2-4.5
2040,43.12611,0.1561641,711.5497,5.659732779590389,15.571419,mri_esm2_0,SSP2-4.5
2041,42.42056,0.15210392,715.14325,6.0734839763904445,5.8742766,mri_esm2_0,SSP2-4.5
2042,44.960846,0.14684838,662.5307,5.541833002904074,17.287703,mri_esm2_0,SSP2-4.5
2043,40.8513,0.16753797,529.16266,5.351473913106599,31.571032,mri_esm2_0,SSP2-4.5
2044,47.321415,0.16274099,702.91113,5.4982053861819224,14.064118,mri_esm2_0,SSP2-4.5
2045,44.465927,0.13971673,458.62384,5.344785912584492,13.248418,mri_esm2_0,SSP2-4.5
2046,46.52757,0.17199141,497.19476,5.706063910798292,15.639369,mri_esm2_0,SSP2-4.5
2047,49.3963,0.14815648,1158.977,6.158050120807617,8.955129,mri_esm2_0,SSP2-4.5
2048,44.614704,0.14606278,625.7549,6.042021091823865,7.295632,mri_esm2_0,SSP2-4.5
2049,48.15978,0.14156254,863.6354,5.168965786039848,16.70186,mri_esm2_0,SSP2-4.5
2050,51.81837,0.1512781,766.5947,5.329340842679131,9.341431,mri_esm2_0,SSP2-4.5
2051,48.315807,0.13879412,799.273,5.812003937251242,10.846363,mri_esm2_0,SSP2-4.5
2052,47.662533,0.1527689,779.0959,5.340256628975013,20.355951,mri_esm2_0,SSP2-4.5
2053,42.1769,0.14593513,619.2246,5.639197256990978,11.060121,mri_esm2_0,SSP2-4.5
2054,40.404854,0.1635165,575.5036,5.976014618084971,11.978148,mri_esm2_0,SSP2-4.5
2055,43.30757,0.16453654,711.2378,6.435542364659736,10.353033,mri_esm2_0,SSP2-4.5
2056,42.920406,0.1373161,689.6926,5.675115292407263,7.357649,mri_esm2_0,SSP2-4.5
2057,40.784927,0.1305335,717.6992,6.473611922087905,2.8928497,mri_esm2_0,SSP2-4.5
2058,39.591843,0.13579401,648.3232,6.615988625291192,9.032908,mri_esm2_0,SSP2-4.5
2059,41.072643,0.14227054,927.3977,6.333455393358374,3.113794,mri_esm2_0,SSP2-4.5
2060,43.22212,0.16259931,753.101,5.0781298093683604,29.951834,mri_esm2_0,SSP2-4.5
2061,41.043156,0.12559156,638.51154,6.17587648093233,6.3991294,mri_esm2_0,SSP2-4.5
2062,39.812786,0.14445347,359.17444,5.671435889683221,7.313638,mri_esm2_0,SSP2-4.5
2063,39.279232,0.15850338,585.3008,6.423716659999289,3.9091218,mri_esm2_0,SSP2-4.5
2064,41.946476,0.13159765,736.5642,7.740495110961092,3.2707586,mri_esm2_0,SSP2-4.5
2065,43.435455,0.12640946,566.9295,5.382371698621314,17.782946,mri_esm2_0,SSP2-4.5
2066,41.44315,0.12189836,602.63434,6.2348833703504924,5.2723746,mri_esm2_0,SSP2-4.5
2067,44.07083,0.15414391,674.9257,6.534965664074483,2.8954322,mri_esm2_0,SSP2-4.5
2068,44.020473,0.1335425,675.1281,5.853147131518223,5.0618596,mri_esm2_0,SSP2-4.5
2069,44.36484,0.152855,384.01462,5.463324860943136,9.354682,mri_esm2_0,SSP2-4.5
2070,43.083782,0.14919011,493.50406,6.5335913314442955,2.189864,mri_esm2_0,SSP2-4.5
2071,44.38873,0.15363662,802.3973,5.8401403082599215,16.74023,mri_esm2_0,SSP2-4.5
2072,44.20396,0.14212713,705.7157,6.545989801105313,6.804155,mri_esm2_0,SSP2-4.5
2073,46.102615,0.16224828,673.479,5.263731382522733,6.421936,mri_esm2_0,SSP2-4.5
2074,45.011383,0.15996636,560.9206,5.644665653704361,20.298227,mri_esm2_0,SSP2-4.5
2075,42.320698,0.14801246,664.2078,5.923682908507449,7.8333073,mri_esm2_0,SSP2-4.5
2076,40.691578,0.10147839,579.69666,6.145216917896126,11.735837,mri_esm2_0,SSP2-4.5
2077,37.729443,0.121373884,655.58484,8.008354241323568,2.37917,mri_esm2_0,SSP2-4.5
2078,41.64692,0.14269756,586.5824,6.288720250339861,4.944303,mri_esm2_0,SSP2-4.5
2079,44.827206,0.15186499,543.5725,5.9715716515670865,11.529373,mri_esm2_0,SSP2-4.5
2080,42.987965,0.15797661,542.1591,6.135071339420993,5.7987247,mri_esm2_0,SSP2-4.5
2081,41.844627,0.14297222,701.83844,6.5276752880839695,3.9405382,mri_esm2_0,SSP2-4.5
2082,38.97889,0.14160688,890.8018,7.2119485278305975,7.08852,mri_esm2_0,SSP2-4.5
2083,41.13666,0.12767564,686.7927,6.555189875072145,6.792065,mri_esm2_0,SSP2-4.5
2084,39.553402,0.14024246,701.0511,7.348582546917096,5.0471015,mri_esm2_0,SSP2-4.5
2085,44.528126,0.13538437,891.3316,6.437388050176643,6.841291,mri_esm2_0,SSP2-4.5
2086,40.509365,0.13402869,566.5778,5.954477217837169,3.4189367,mri_esm2_0,SSP2-4.5
2087,40.918762,0.11544778,591.3955,7.037383614111178,4.6660824,mri_esm2_0,SSP2-4.5
2088,41.839985,0.12153098,762.6245,7.184690675529672,2.7314136,mri_esm2_0,SSP2-4.5
2089,41.222073,0.1248132,572.7046,6.782197093103835,9.419358,mri_esm2_0,SSP2-4.5
2090,41.059734,0.1573111,619.0511,6.788273425659551,7.3800645,mri_esm2_0,SSP2-4.5
2091,42.746277,0.13073197,715.15594,6.91546400135666,3.7818706,mri_esm2_0,SSP2-4.5
2092,46.206196,0.15818809,414.5764,5.089673742129677,12.02711,mri_esm2_0,SSP2-4.5
2093,35.96704,0.13718171,559.9764,5.837500687742597,39.581467,mri_esm2_0,SSP2-4.5
2094,38.677822,0.11873121,914.47864,7.547906837953086,1.2398597,mri_esm2_0,SSP2-4.5
2095,35.55192,0.12817185,536.1705,7.4130458982592735,4.779596,mri_esm2_0,SSP2-4.5
2096,46.88116,0.14304335,743.83936,5.329647940146283,12.823948,mri_esm2_0,SSP2-4.5
2097,41.040333,0.15525968,563.4628,5.596281059892642,32.07091,mri_esm2_0,SSP2-4.5
2098,43.093678,0.12931211,927.934,6.939874646190006,1.7669544,mri_esm2_0,SSP2-4.5
2099,45.154907,0.15950908,572.1059,5.30102703352261,20.330046,mri_esm2_0,SSP2-4.5
2015,46.5696,0.16298269,777.0938,5.026895136957651,7.1261253,mri_esm2_0,SSP5-8.5
2016,44.825153,0.17417556,299.14087,4.216938837571396,39.565506,mri_esm2_0,SSP5-8.5
2017,47.97516,0.14434488,765.87836,5.086142718398324,9.67937,mri_esm2_0,SSP5-8.5
2018,48.535126,0.16628498,736.04095,4.454883525184722,6.299221,mri_esm2_0,SSP5-8.5
2019,47.006077,0.17772096,780.18524,4.749136924099623,19.840052,mri_esm2_0,SSP5-8.5
2020,46.834377,0.14603816,631.1018,5.090368196355284,49.34366,mri_esm2_0,SSP5-8.5
2021,48.9183,0.1823247,478.4614,4.252770682647294,11.86785,mri_esm2_0,SSP5-8.5
2022,44.929943,0.15850098,691.55566,5.2786744314911225,8.875428,mri_esm2_0,SSP5-8.5
2023,44.229755,0.1749116,465.9055,4.582412597623555,10.299249,mri_esm2_0,SSP5-8.5
2024,44.148117,0.13559166,949.61475,5.453740565946441,22.610212,mri_esm2_0,SSP5-8.5
2025,46.981457,0.13483338,581.81934,4.9511139217724125,46.92603,mri_esm2_0,SSP5-8.5
2026,45.325714,0.15272556,716.9111,4.912995846562509,14.859374,mri_esm2_0,SSP5-8.5
2027,48.09541,0.13130434,771.4206,5.200411543435558,13.516795,mri_esm2_0,SSP5-8.5
2028,48.261623,0.1408294,566.237,4.615855180136026,11.55404,mri_esm2_0,SSP5-8.5
2029,41.23963,0.14207478,643.6335,6.284663959505735,9.007293,mri_esm2_0,SSP5-8.5
2030,44.71269,0.13896854,629.5083,4.68265304867166,15.867489,mri_esm2_0,SSP5-8.5
2031,45.130035,0.15892357,696.6897,5.304043385506843,17.101171,mri_esm2_0,SSP5-8.5
2032,40.723473,0.14788476,559.8577,5.88332876268752,1.7051088,mri_esm2_0,SSP5-8.5
2033,43.33873,0.13258407,640.42126,6.1218832794777915,8.810076,mri_esm2_0,SSP5-8.5
2034,43.66048,0.14514603,579.2114,5.2214370666607275,18.599413,mri_esm2_0,SSP5-8.5
2035,36.63897,0.114386626,602.4146,6.564450757187276,9.686288,mri_esm2_0,SSP5-8.5
2036,46.898914,0.1739168,743.11646,5.536668679904573,25.857996,mri_esm2_0,SSP5-8.5
2037,50.128307,0.12867981,837.9921,5.441681519347333,13.569045,mri_esm2_0,SSP5-8.5
2038,40.32397,0.15576051,438.72968,5.117551873602351,38.33241,mri_esm2_0,SSP5-8.5
2039,44.177532,0.16266914,647.49536,4.678369355803053,32.955147,mri_esm2_0,SSP5-8.5
2040,37.73956,0.14092848,583.49396,6.211140993580929,8.330691,mri_esm2_0,SSP5-8.5
2041,42.638557,0.1642895,532.4872,6.044200018808222,7.6612916,mri_esm2_0,SSP5-8.5
2042,43.60496,0.1257402,598.0919,4.621472369395546,32.903675,mri_esm2_0,SSP5-8.5
2043,40.979115,0.13345478,822.6873,6.653655470058844,3.6156337,mri_esm2_0,SSP5-8.5
2044,43.03091,0.16068257,551.85504,5.985282246707719,7.9797893,mri_esm2_0,SSP5-8.5
2045,44.855145,0.13798168,661.0526,6.1175352981219016,5.0675445,mri_esm2_0,SSP5-8.5
2046,42.611874,0.1328871,818.2894,6.16189235574048,4.697292,mri_esm2_0,SSP5-8.5
2047,41.91371,0.139064,611.5442,6.179143478727589,5.794428,mri_esm2_0,SSP5-8.5
2048,43.394756,0.113205515,751.7803,6.661924593971938,8.736734,mri_esm2_0,SSP5-8.5
2049,41.7609,0.15947023,721.38293,6.483013952431662,2.8208096,mri_esm2_0,SSP5-8.5
2050,40.482002,0.14232086,622.82715,5.930656899540096,14.150767,mri_esm2_0,SSP5-8.5
2051,41.9319,0.11800783,617.703,6.263687599993436,10.723891,mri_esm2_0,SSP5-8.5
2052,40.215748,0.1335099,615.3727,6.855138495998312,2.155234,mri_esm2_0,SSP5-8.5
2053,41.194965,0.12574889,647.0958,5.892607892777499,7.793449,mri_esm2_0,SSP5-8.5
2054,40.590878,0.13596459,606.25476,7.670606043046489,2.3163915,mri_esm2_0,SSP5-8.5
2055,41.73058,0.121150024,687.18555,7.470872361065563,1.7220049,mri_esm2_0,SSP5-8.5
2056,39.646862,0.13388607,762.79944,7.02944270250448,5.2098384,mri_esm2_0,SSP5-8.5
2057,35.622112,0.11425062,858.8346,8.386040889153616,1.0630324,mri_esm2_0,SSP5-8.5
2058,43.121384,0.12564951,939.6481,6.888513559510581,14.9964285,mri_esm2_0,SSP5-8.5
2059,37.308758,0.13783452,697.9905,7.508678153271973,1.8953524,mri_esm2_0,SSP5-8.5
2060,37.037354,0.12185221,785.6601,7.794897940766577,1.9035577,mri_esm2_0,SSP5-8.5
2061,39.918674,0.140868,580.9428,9.033640333270222,2.8268826,mri_esm2_0,SSP5-8.5
2062,39.453743,0.12586267,667.19653,7.166316511239025,6.150372,mri_esm2_0,SSP5-8.5
2063,42.12557,0.12570648,697.9818,6.502203129226376,4.8899946,mri_esm2_0,SSP5-8.5
2064,39.338734,0.13317436,752.08984,7.397554071206167,3.3055484,mri_esm2_0,SSP5-8.5
2065,37.800808,0.12707366,668.3094,6.508579815089266,20.604267,mri_esm2_0,SSP5-8.5
2066,40.141644,0.11809645,616.86597,7.786176913871977,3.725503,mri_esm2_0,SSP5-8.5
2067,36.46848,0.13798848,613.98737,8.461294648144282,1.7539096,mri_esm2_0,SSP5-8.5
2068,30.572737,0.109481454,729.7528,9.127769639228886,0.83133596,mri_esm2_0,SSP5-8.5
2069,34.197132,0.105494775,544.963,8.39762054676747,3.3428736,mri_esm2_0,SSP5-8.5
2070,39.362003,0.1327334,770.67737,8.13672093767083,4.6322093,mri_esm2_0,SSP5-8.5
2071,41.282352,0.14541698,1049.0575,8.146812288279095,1.7115351,mri_esm2_0,SSP5-8.5
2072,38.006344,0.122123905,658.3232,7.797959541151923,4.6443377,mri_esm2_0,SSP5-8.5
2073,38.959904,0.121114396,752.1431,8.44061653896892,1.6187006,mri_esm2_0,SSP5-8.5
2074,35.272083,0.13925868,609.63275,7.777890737835296,6.087627,mri_esm2_0,SSP5-8.5
2075,36.932934,0.118779935,730.142,7.643424882696022,2.2472026,mri_esm2_0,SSP5-8.5
2076,40.77907,0.107097365,769.83545,8.123570984400818,2.716922,mri_esm2_0,SSP5-8.5
2077,42.919376,0.11933968,672.07886,6.856073817109169,6.1392746,mri_esm2_0,SSP5-8.5
2078,39.62701,0.10969276,586.8317,7.624559092635771,4.4897895,mri_esm2_0,SSP5-8.5
2079,37.66304,0.11297613,909.5043,9.94876422134638,1.6304296,mri_esm2_0,SSP5-8.5
2080,44.4576,0.12249508,594.2484,6.856539491575468,2.3426504,mri_esm2_0,SSP5-8.5
2081,44.290478,0.12871294,855.12054,7.7859312939515535,3.017646,mri_esm2_0,SSP5-8.5
2082,39.047462,0.10796976,632.9678,7.779476195899932,7.287043,mri_esm2_0,SSP5-8.5
2083,43.12677,0.11445644,672.8907,7.974006998382333,5.5808187,mri_esm2_0,SSP5-8.5
2084,31.665594,0.09654855,611.5615,9.411606526847683,1.7960764,mri_esm2_0,SSP5-8.5
