horizon_days,target,cell,algorithm,n_train_cells,n_train,n_test,RMSE,MAE,R2,NSE,KGE
1,snowc,31,XGBoost,81,1567350,4018,4.452613131902723,0.9918220043182373,0.9912422299385071,0.99124223,0.9909829616512802
1,snowc,32,XGBoost,81,1567350,4018,4.692624762070027,1.069646954536438,0.98975670337677,0.9897567,0.9925106140742336
1,snowc,33,XGBoost,81,1567350,4018,4.601305088168388,1.0565893650054932,0.9901896119117737,0.9901896,0.9925280640750643
1,snowc,34,XGBoost,81,1567350,4018,4.51812569300944,0.9191872477531433,0.9910187125205994,0.9910187,0.9938648391920367
1,snowc,35,XGBoost,81,1567350,4018,4.481720780206349,0.9534534811973572,0.9911616444587708,0.99116164,0.9937424076825457
1,snowc,36,XGBoost,81,1567350,4018,4.581951950440714,1.0416990518569946,0.9905359745025635,0.990536,0.9929470204497272
1,snowc,37,XGBoost,81,1567350,4018,4.78470720947942,1.1026307344436646,0.9896555542945862,0.98965555,0.9924966316460574
1,snowc,38,XGBoost,81,1567350,4018,4.849557459196543,1.141446828842163,0.989223062992096,0.98922306,0.9922801254818736
1,snowc,39,XGBoost,81,1567350,4018,4.510615437674432,0.8901551365852356,0.9912713170051575,0.9912713,0.9929062139749494
1,snowc,40,XGBoost,81,1567350,4018,4.846658141291771,0.9114367961883545,0.9899519681930542,0.98995197,0.993214127341426
1,snowc,41,XGBoost,81,1567350,4018,4.92307811746216,0.9278201460838318,0.9894850254058838,0.989485,0.9935973987942528
1,snowc,42,XGBoost,81,1567350,4018,4.7637189211365865,0.88363116979599,0.9901461005210876,0.9901461,0.9934031398422576
1,snowc,43,XGBoost,81,1567350,4018,4.314815839283145,0.7493752837181091,0.9921119809150696,0.992112,0.9940667324667087
1,snowc,44,XGBoost,81,1567350,4018,4.175525454045612,0.7304697036743164,0.9927323460578918,0.99273235,0.9939465503306972
1,snowc,45,XGBoost,81,1567350,4018,4.3874191581038255,0.7980461120605469,0.9919352531433105,0.99193525,0.9927958663608348
1,snowc,46,XGBoost,81,1567350,4018,4.551458716003194,0.8648350834846497,0.991290807723999,0.9912908,0.9927299618569804
